ID,PRODUCTO,DIRECCION,LOCALIDAD,RECIBE
808,Lavarropas,4 sheridan alley,Quilmes,Vincent
810,Mesa,3 union parkway,Quilmes,Adrea
811,Plancha,3690 dahle center,Quilmes,Carol-jean
815,Aire acondicionado,578 mesta place,Quilmes,Fred
817,Televisor,7316 golden leaf plaza,Quilmes,Rozalin
818,Secarropas,1 lukken terrace,Quilmes,Yardley
823,Silla,5 ruskin junction,Quilmes,Gayler
833,Mesa,47604 charing cross court,Quilmes,Valery
860,Silla,3 havey drive,Quilmes,Darcey
864,Secarropas,4 armistice trail,Quilmes,Lind
876,Secarropas,73 ryan avenue,Quilmes,Penny
881,Plancha,087 nobel trail,Quilmes,Wendeline
888,Secarropas,2 fordem plaza,Quilmes,Leeanne
896,Lavarropas,995 reindahl terrace,Quilmes,Querida
918,Pava,349 melvin place,Quilmes,Abby
919,Pava,44 waubesa plaza,Quilmes,Marys
932,Cocina,17933 merrick trail,Quilmes,Stewart
934,Cocina,72 grasskamp road,Quilmes,Kala
938,Secarropas,20 john wall park,Quilmes,Yank
942,Mesa,29107 westerfield road,Quilmes,Raimondo
945,Lavarropas,18379 green ridge center,Quilmes,Pammie
948,Silla,08 anhalt trail,Quilmes,Amalle
953,Sillon,700 corben junction,Quilmes,Daniella
959,Sillon,08 bluejay pass,Quilmes,Nowell
962,Secarropas,056 lien center,Quilmes,Boris
975,Sillon,779 mariners cove crossing,Quilmes,Luther
983,Aire acondicionado,5548 meadow valley lane,Quilmes,Selby
984,Aire acondicionado,1 harper hill,Quilmes,Sax
988,Sillon,21534 veith lane,Quilmes,Alain
989,Mesa,8937 burrows way,Quilmes,Moss
