ID,PRODUCTO,DIRECCION,LOCALIDAD,RECIBE
762,Cocina,00862 waxwing hill,Bandfield,Tish
768,Cocina,52289 gateway hill,Bandfield,Matelda
769,Aire acondicionado,84 susan road,Bandfield,Kearney
778,Lavarropas,71 schurz circle,Bandfield,Vachel
789,Plancha,2 troy lane,Bandfield,Kenyon
791,Aire acondicionado,2412 sugar street,Bandfield,Morrie
797,Mesa,5225 moulton center,Bandfield,Jamaal
805,Pava,45 manley terrace,Bandfield,Ruperto
828,Secarropas,18 anthes trail,Bandfield,Moe
837,Pava,437 clyde gallagher junction,Bandfield,Britt
841,Secarropas,8774 sherman circle,Bandfield,Sergio
856,Secarropas,4 graedel road,Bandfield,Dallas
861,Lavarropas,1929 talmadge trail,Bandfield,Letta
865,Aire acondicionado,48003 di loreto center,Bandfield,Urbano
868,Pava,7279 dawn street,Bandfield,Hendrika
872,Plancha,22 david crossing,Bandfield,Cully
882,Aire acondicionado,3175 8th point,Bandfield,Jacklyn
886,Aire acondicionado,8279 superior junction,Bandfield,Kelby
890,Pava,523 nelson park,Bandfield,Cathleen
894,Sillon,21 rowland lane,Bandfield,Wang
897,Mesa,164 pennsylvania circle,Bandfield,Minette
898,Sillon,092 lawn avenue,Bandfield,Melonie
913,Cocina,8 memorial alley,Bandfield,Nisse
921,Sillon,5870 village place,Bandfield,Lydia
922,Pava,609 vernon pass,Bandfield,Stu
935,Secarropas,09 vahlen alley,Bandfield,Jobi
954,Sillon,61174 messerschmidt park,Bandfield,Alma
960,Mesa,18364 milwaukee trail,Bandfield,Eydie
963,Pava,7 mandrake avenue,Bandfield,Neal
965,Lavarropas,88 stang pass,Bandfield,Noami
967,Aire acondicionado,38 hayes center,Bandfield,Solomon
970,Silla,607 dunning place,Bandfield,Alena
979,Mesa,8 meadow ridge hill,Bandfield,Taddeo
982,Pava,30582 fieldstone circle,Bandfield,Brana
998,Secarropas,18 evergreen pass,Bandfield,Colas
